,FIPS,State,County,Risk of Severe Economic Harm,% Uninsured,% Children in Poverty,Income Ratio,% Single-Parent Households,% Severe Housing Cost Burden,% Severe Housing Problems,% Enrolled in Free or Reduced Lunch,% Unemployed,High School Graduation Rate
76,02110,Alaska,Juneau,25.979331891372272,15.007115866,8.5,3.3742942619,22.151162790999997,8.61663286,12.850082372000001,30.052465896999998,4.422005571000001,83.050847458
77,02122,Alaska,Kenai Peninsula,50.37336491914718,18.258919587,14.5,4.7271565975,24.373195563000003,11.821696177,17.900372439,36.655480984,7.714080839299999,85.436893204
78,02130,Alaska,Ketchikan Gateway,52.579222027671925,19.535693558,12.5,4.2136448782,35.714285714,13.552401322,17.082533589,41.797371768000005,6.0062624537,83.870967742
79,02150,Alaska,Kodiak Island,49.17173069660453,21.421823335,9.9,3.8483253885,27.328843996,14.116192831,21.810250818000004,50.620860926999995,5.8293075684,86.18784530399999
80,02164,Alaska,Lake and Peninsula,58.100731280255445,29.9,23.7,4.0950895214,48.11827957,4.8387096774,29.787234043,82.388059701,11.637347767,0.0
81,02170,Alaska,Matanuska-Susitna,48.78034126411921,17.24186242,11.8,4.4752805680000005,22.270616608,13.505382095,19.811932555,36.517991588,7.6383934192,83.22717622100001
82,02180,Alaska,Nome,72.22594156624439,27.428470505,26.9,4.2437997192,45.55984556,12.769230769000002,51.909722222,92.78234854200001,11.597374179000001,75.496688742
83,02185,Alaska,North Slope,52.48051635939164,20.131357874000003,15.2,4.276911053,45.207667732,9.607731665700001,43.06930693100001,52.84854099100001,7.0319367126,68.148148148
84,02188,Alaska,Northwest Arctic,67.15161190647852,30.707944456999996,27.7,5.307531212200001,48.445595855,8.7783916513,50.918635171000005,79.389671362,14.227086182999999,75.80645161300001
85,02195,Alaska,Petersburg,52.420434648264504,20.406091371,9.5,4.3507555372,33.938547486,11.744084137,18.623481781,51.489361702,8.6894586895,89.583333333
86,02198,Alaska,Prince of Wales-Hyder,55.70003776564699,26.108998733000004,23.4,4.3112328767,37.68115942,7.2229699417,16.997792494000002,64.812030075,10.865815799000002,77.477477477
87,02220,Alaska,Sitka,47.59844817523259,20.792806019,8.8,3.8406937132,39.369222403,13.360922257999999,17.118402282,49.675132899999994,4.1515426497000005,87.037037037
88,02240,Alaska,Southeast Fairbanks,41.62203453840079,24.632086851999997,17.7,4.280810278,20.720221607,6.108374384199999,24.220623501,47.226890756,9.591836734700001,76.623376623
89,02261,Alaska,Valdez-Cordova,36.73824973392385,16.518467852,12.1,4.6882086168,18.206645425999998,7.5077134041999996,19.591141397,41.390728476999996,7.4448339864,66.666666667
90,02275,Alaska,Wrangell,41.68039962921001,20.600272851,16.0,4.2741681123,38.008130081,6.146341463400001,12.918660287,3.1034482759,7.0409134158,90.0
91,02290,Alaska,Yukon-Koyukuk,62.888385346928956,30.25103273,31.4,5.9650273224,53.804713805,8.943577431,50.505050505,42.763731473,15.284872299000002,67.136150235
92,04001,Arizona,Apache,71.87660933154804,22.996955521,47.3,7.6315514721,50.97166820100001,6.7013129102999995,31.88630491,72.312798985,10.065327848999999,72.58842010800001
93,04003,Arizona,Cochise,64.79297558965908,12.291225772999999,22.8,4.7430025444999995,35.877973488,11.975504170999999,16.199471867,60.30027743,5.603327038200001,87.70040899799999
94,04005,Arizona,Coconino,65.12685824149415,14.843648015,17.3,5.0765069906,36.588881263000005,16.865307931,25.303494140999998,50.884814413,5.4914832064,81.59047314600001
95,04007,Arizona,Gila,71.13846259484326,15.414421729,33.6,4.6850110619,44.499118001999996,12.13399382,16.230733302,62.197207182,5.888093689,75.171768707
96,04009,Arizona,Graham,55.82020118790126,12.158744904,24.4,4.6912974602999995,35.332221023,9.590131317200001,17.178195144,49.722494286999996,5.1350988036,85.559772296
97,04011,Arizona,Greenlee,28.662409448278236,9.7547879005,11.7,3.3069284513,33.523809524,3.5920461835000004,12.139605462999999,42.250287026,4.2523364486,89.5625
98,04012,Arizona,La Paz,72.36670443231365,22.901800883000003,31.8,5.1518112654,54.376498801000004,10.306508731000001,14.488017429000001,78.2269849,6.2318191989,83.63486842100001
99,04013,Arizona,Maricopa,56.69653586019845,13.866355289000001,18.2,4.4818215476,34.117561599,14.336364086,18.18308956,52.168156758,4.140207380400001,77.647877747
100,04015,Arizona,Mohave,69.05620214920864,15.229113062,26.9,4.1638772311,43.432695498,12.664123817,16.896950514,62.831113531999996,5.774677559,78.230185497
101,04017,Arizona,Navajo,77.12088440278781,18.300809544,40.2,5.7617912958,43.391808897,11.574658919,25.051334702,65.074430561,7.7614660821,78.216307692
102,04019,Arizona,Pima,65.42555017681188,12.681213318,22.2,4.7738943028,40.124887583,15.633716842,19.502263587999998,55.503078482,4.4889472937,73.417255075
103,04021,Arizona,Pinal,56.461358876643665,13.22099572,17.5,4.0630849792,33.167796575,12.243195005999999,15.382262997,62.377578893999996,5.0231180141000005,80.753066589
104,04023,Arizona,Santa Cruz,82.63724379441754,17.101002922,36.0,4.5718327047,40.748538012,16.465430017,22.554697555,77.476005718,9.3298835705,89.797927461
105,04025,Arizona,Yavapai,56.959178768839905,14.25306233,19.2,4.1584340869,31.399663632,15.043390254,17.138423672000002,53.793298193000005,4.4679884111,82.083333333
106,04027,Arizona,Yuma,73.48679918975522,17.657922195,28.3,4.3610845616,31.404911696,13.529267835999999,18.434966514,74.701352418,17.041869802,88.75193662
107,05001,Arkansas,Arkansas,49.09963264325197,10.774280749,24.4,5.5522347507,42.049643646999996,11.320216709,9.694209499,50.674507091,3.3958103638,82.278481013
108,05003,Arkansas,Ashley,58.05352422151269,11.358903159,28.8,5.156390882,34.787189212,11.831399225999998,12.290167865999999,30.386888769000002,5.4666146037,90.217391304
109,05005,Arkansas,Baxter,36.307378034126394,9.9222248409,23.0,3.7735142496,32.136894825,8.9323019592,10.132890365,33.701657459,4.118325943,85.875706215
110,05007,Arkansas,Benton,25.291825454046073,12.854291417,12.1,4.1543193367,22.838375911999997,8.7419856014,11.106061467,29.961221419,2.8808666409,90.44628099200001
111,05009,Arkansas,Boone,33.633741888968984,10.460901088,21.5,4.0477102893,27.323600973,8.7517433752,11.891165603,31.277971159,3.5380928355,92.59259259299999
112,05011,Arkansas,Bradley,62.725306416726745,14.388606973,29.8,5.5269055375,45.248337896,13.126491647,17.802197802000002,1.9477434678999999,4.4933516735,90.163934426
113,05013,Arkansas,Calhoun,46.13760428468432,9.8459477562,21.1,5.1394376682,45.419479267,9.222520107200001,12.019230769000002,46.19205298,3.9101497504,91.666666667
114,05015,Arkansas,Carroll,36.96141037525321,15.405211258,24.8,3.8546564885000003,22.792069474,8.6072423398,15.724137931,46.950139205,3.2122794525,82.278481013
115,05017,Arkansas,Chicot,73.58464654787655,10.998000364000001,44.1,6.2975149957,52.32084690600001,14.905362775999999,17.331812999,39.744451917,6.8862275449,86.554621849
116,05019,Arkansas,Clark,49.07559995880111,8.5299609574,26.4,4.928917138,38.948370212,10.892549790999999,14.968696642000001,29.934082978000003,3.8204592901999996,84.293193717
117,05021,Arkansas,Clay,56.68966937892677,10.340314136,29.3,4.9756436512999995,45.764815389,9.978558469400001,13.013168087,42.017149857,4.3873179092,93.08176100600001
118,05023,Arkansas,Cleburne,42.98932262162254,10.680327265,23.8,3.9269074384,29.04040404,9.3911853806,10.714285713999999,37.340619308,4.5345541748,92.045454545
119,05025,Arkansas,Cleveland,36.7270917018574,10.545224007,21.0,4.8064831406,32.84789644,7.352456313899999,7.9341317364999995,22.766379881,3.9067231981,95.652173913
120,05027,Arkansas,Columbia,61.247296322999276,9.990791896900001,27.6,5.9696947461,45.548015628,14.795244385999998,9.9264705882,28.951048951,4.7714381048000005,90.650406504
121,05029,Arkansas,Conway,51.05057163456587,10.274029307000001,26.5,4.6755352555,34.096692112,8.9256198347,13.755980861,56.359252561999995,4.3669187607,85.520361991
122,05031,Arkansas,Craighead,54.460637896110136,9.7423791115,24.9,4.7907145448,43.277490574,13.049514114,14.754098360999999,38.263968969000004,3.0635624538,92.59259259299999
123,05033,Arkansas,Crawford,44.10598413842826,12.246712654000001,22.8,4.237471087099999,31.614160442,10.236083283,13.821656051,38.112756369,3.5814005435,90.33760186299999
124,05035,Arkansas,Crittenden,66.5147457685309,10.337191027000001,29.0,4.652353105,52.988679245,14.726065924,18.167072182000002,43.804868316000004,4.308939302200001,89.081225033
125,05037,Arkansas,Cross,54.233185703985995,10.899492806,27.6,4.5237471168,39.563167039,11.589991929000002,12.900820283,30.429558426,4.1661067061,92.09486166
126,05039,Arkansas,Dallas,43.16870944484498,9.691848906599999,34.2,4.0768705794999995,40.119250426,8.2809224319,9.9378881988,12.111292962,4.411241551,86.956521739
127,05041,Arkansas,Desha,63.79218594431285,12.041319765999999,36.1,5.1226720025,50.085940186,12.182852143,15.119617225,43.355811186000004,4.5379386368,86.995515695
128,05043,Arkansas,Drew,55.837367391080434,10.160377358,27.3,6.0871198942,26.993704091999998,11.868371802999999,15.856236785999998,39.766461239,5.0019337373,88.12785388100001
129,05045,Arkansas,Faulkner,45.39001613623099,9.7832922803,17.2,4.9126186226,27.198616600999998,14.306246024000002,15.431530495,26.595578674000002,3.2793285184,93.31329827200001
130,05047,Arkansas,Franklin,48.09540975726989,11.51720795,23.2,5.6938557054,16.779825412,14.378566899,14.82300885,30.742821473000003,3.5916824197,97.252747253
131,05049,Arkansas,Fulton,53.27102001579289,11.353300925,32.8,4.7146032726,28.995526636999998,11.873295574,14.122137405,36.525877454,3.9958376691,97.520661157
132,05051,Arkansas,Garland,62.46952998935696,11.736831513,35.4,4.7474542837,43.224621038,13.531647227999999,17.20976335,37.1484375,4.0468661911,85.24027459999999
133,05053,Arkansas,Grant,38.30380746386514,7.1817092284,18.3,4.9050292850999995,33.083070961,11.889727399000002,12.663755459,24.439757448,3.1126066579000002,89.473684211
134,05055,Arkansas,Greene,41.42805644247605,8.744948361,23.5,4.1741570384,36.37295082,9.130408175800001,11.631374888,30.937972769,3.4978486458999996,95.833333333
135,05057,Arkansas,Hempstead,53.943076870257826,13.389291826,30.9,4.3693024768,41.379310345,10.54846771,15.653298836,53.987378084,3.5627775535,81.914893617
136,05059,Arkansas,Hot Spring,46.843993545507615,9.2694211319,29.7,4.5136678011,35.327102804,8.5767035918,13.006134969000001,32.54778252,3.7661687987,91.534391534
137,05061,Arkansas,Howard,56.20558244927386,14.543285165,27.3,4.9070842201,40.843023256,11.529361153,12.031558185,45.04771306399999,3.4616683552999996,97.087378641
138,05063,Arkansas,Independence,43.828749957084504,10.08741177,20.3,4.2283712429,36.756510861,9.8424026167,13.447432763,39.548107138,4.0808778202,88.03986711
139,05065,Arkansas,Izard,47.55295773680778,12.195121950999999,27.9,4.2106366961,21.129622105,9.445371142599999,12.61682243,37.154150198,5.5452865065,97.037037037
140,05067,Arkansas,Jackson,60.05081196141039,10.586989766,30.4,4.9257276681,43.365134432,10.013764625,13.504823150999998,45.504087193000004,6.1527825786,88.8
141,05069,Arkansas,Jefferson,69.00813678030693,8.9667203435,33.8,5.0641690682,53.995736158999996,15.789886012,17.498192336,35.616693001,5.2875365211,81.37603796
142,05071,Arkansas,Johnson,56.715418683695546,13.158591475,33.5,4.2712811172,30.292028414,10.810810811,15.077383924000001,45.18134715,4.5284825275,91.45569620299999
143,05073,Arkansas,Lafayette,67.22714320046693,12.365866122,34.8,6.2316741357000005,46.600458365,11.808846761,16.468590832,44.137168142,5.2462955547000005,92.941176471
144,05075,Arkansas,Lawrence,45.229512136505654,10.12699096,26.8,4.5415308463,31.83662429,9.1314398943,11.733535200999999,45.305090103999994,3.9224263633999996,88.70292887
145,05077,Arkansas,Lee,71.79764479692383,10.639899624,50.9,6.8802900853999995,50.406032483000004,16.228859302,17.09039548,42.949547219,4.8337332876,80.263157895
146,05079,Arkansas,Lincoln,51.37844611528821,11.265320835999999,27.1,5.0296885045,26.309067688000003,9.7993602792,15.228426396,33.98241206,4.3058648849,94.690265487
147,05081,Arkansas,Little River,46.08009750403404,10.934844193,24.1,5.011301409800001,42.973977695,6.22074883,8.0924855491,39.613778706,5.2689152233,85.039370079
148,05083,Arkansas,Logan,47.01651388745838,11.835959147999999,29.5,4.0614188745,30.47311828,8.8729016787,9.9404761905,57.253599114,4.0347468282,91.930835735
149,05085,Arkansas,Lonoke,29.767912933017485,8.848604505099999,15.9,4.0219985957999995,26.658088038000002,9.7585630419,12.637045586,24.674955595,3.2109414232,90.643274854
150,05087,Arkansas,Madison,35.249939918288874,13.679395809,26.5,4.8130820024,22.578933404,8.1938933931,11.464968153,40.533230294,2.8683005656000002,87.90697674399999
151,05089,Arkansas,Marion,54.87863494352321,11.418803419000001,32.0,4.6578650893999995,32.721814543,12.799616490999998,12.828207052,39.522546419,4.1346449431,92.43697479
152,05091,Arkansas,Miller,61.970851787001756,10.086032589,32.7,4.9089372253,48.733744011000006,11.954877740999999,15.172008233,31.791221826999998,4.816955684,87.4
153,05093,Arkansas,Mississippi,67.68977237614585,9.4580146394,35.9,4.8210797863,51.876890233000005,12.52364737,16.216216216,42.982131855,5.6824671616,86.585365854
154,05095,Arkansas,Monroe,61.86699625776772,10.34038164,38.9,6.3235318208,65.650406504,10.732984293,15.582450832000001,46.146341463,4.3335761107,90.0
155,05097,Arkansas,Montgomery,46.90321694647578,13.469133236,30.8,4.5203271305,30.538922155999998,7.959067652100001,10.843373494000002,41.922455574000004,4.8089591568,93.10344827600001
156,05099,Arkansas,Nevada,51.857383183987366,10.272804773999999,30.0,4.2591312001,46.898395722,7.3138297872,13.532763532999999,65.138282387,3.5427622474000002,92.929292929
157,05101,Arkansas,Newton,42.779036632677595,11.398963730999998,32.9,4.6419225288,20.258064515999997,10.23878437,18.027734977,49.108734403,3.3816425121,79.661016949
158,05103,Arkansas,Ouachita,62.62745905860543,8.5352382355,32.7,5.5235941944,50.551267916,13.106796117,15.608337373,32.611464968,4.654023577699999,90.875912409
159,05105,Arkansas,Perry,34.56500841143956,10.429856714,23.7,3.7304249094,30.402771763,6.8136272545,8.4450402145,32.971938776,4.1666666667,90.97744360899999
160,05107,Arkansas,Phillips,73.36234421670615,9.2521430683,47.9,6.0034471162,61.062840978000004,16.029389714,18.856065368,39.366647298000004,6.1440677966,86.071428571
161,05109,Arkansas,Pike,40.14316613451436,14.009038089,27.9,3.9110187329,29.615384615,6.8103021298,13.023255814,43.846899225,4.159811985899999,87.209302326
162,05111,Arkansas,Poinsett,52.687369107700775,11.84929537,35.2,4.1971261244999996,51.36,10.431735986,13.305174234,43.72605364,3.8465283863999997,82.119205298
163,05113,Arkansas,Polk,56.56778933635458,16.23853211,29.7,4.2093810445,32.174840085,11.886404523,16.782334385,44.96875,4.1609396476,90.43062201
164,05115,Arkansas,Pope,50.838569025303,12.969396195,20.4,4.8680831724,29.730294794000002,11.179180100999998,14.179755672,35.922613261,4.4692737430000005,91.363022942
165,05117,Arkansas,Prairie,38.47375287533903,10.715835141,24.1,4.631470806499999,30.579010856,7.3819742489,11.833550065,40.638119228,3.8957399102999997,88.42105263200001
166,05119,Arkansas,Pulaski,57.389192158478366,9.344595362,25.9,5.0053166463,46.14517682100001,15.061142017,16.334276891,32.28060965,3.4871307013,80.418653948
167,05121,Arkansas,Randolph,54.52071960723728,10.82115869,26.5,4.3505732484,39.850784667,11.869988545,12.841530055,43.093497498999994,3.9721254355,93.10344827600001
